country_route,flt_ym,pax_total,prev_total,flt_count,exbag_rev_total,cargow_total,cargo_rev_total,mail_rev_total,avg_loadrate,avgPaxRev
Myanmar,2016-10,5526.0,8805926044.0,42,181649241.0,28250.0,344177473.0,0.0,0.7089459096982121,1593544.3438291713
Myanmar,2016-11,5222.0,8416525170.0,41,81162114.0,48388.0,497786701.0,0.0,0.6819578015870114,1611743.617387974
Myanmar,2016-12,5264.0,9247334916.0,40,101984598.0,54282.0,539676611.0,0.0,0.7063918933390447,1756712.5600303952
Myanmar,2017-01,3644.0,6347819306.0,30,72180147.0,33235.0,378509628.0,0.0,0.6601449275362319,1741992.1256860592
Myanmar,2017-02,1032.0,3086210930.0,7,6357765.0,4937.0,25631717.0,0.0,0.7824139409313917,2990514.4670542637
Myanmar,2017-04,2258.0,3305512506.0,27,34460340.0,19750.0,176876434.0,0.0,0.4508182528140246,1463911.650132861
Myanmar,2017-05,4561.0,7091531648.0,60,72226588.0,52673.0,356266759.0,0.0,0.41692924605113174,1554819.47993861
Myanmar,2017-06,3966.0,6089191880.0,59,78677137.0,65223.0,461447809.0,0.0,0.3663323274837266,1535348.4316691882
Myanmar,2017-07,5223.0,8065138924.0,58,144067631.0,70953.0,717702177.0,0.0,0.49093139508454664,1544158.3235688303
Myanmar,2017-08,6543.0,11040280666.0,60,106611117.0,90677.0,902300569.0,0.0,0.5889823647566265,1687342.2995567783
Myanmar,2017-09,6658.0,12214975924.0,56,91379576.0,88477.0,892431685.0,759077.0,0.6425572755928846,1834631.409432262
Myanmar,2017-10,7034.0,12884418120.0,57,214968500.0,78555.0,782256561.0,597523.0,0.6684134436541128,1831734.1654819448
Myanmar,2017-11,6487.0,12679396540.0,56,182023228.0,81022.0,958627597.0,1106634.0,0.62521943747514,1954585.5618930168
Myanmar,2017-12,8133.0,19292346710.0,60,134371850.0,82530.0,1072332590.0,4396879.0,0.7395914753297509,2372107.0588958566
Myanmar,2018-01,7704.0,18767482690.0,58,190536083.0,95435.0,1580533485.0,2156772.0,0.722773444738305,2436069.923416407
Myanmar,2018-02,6727.0,18542211200.0,45,143516438.0,43960.0,679746933.0,340889.0,0.8070476666428691,2756386.3832317526
Myanmar,2018-03,5583.0,13787152460.0,36,165148349.0,38110.0,658259994.0,127544.0,0.8460653802312327,2469488.1712341034
Myanmar,2018-04,6233.0,15643296250.0,43,207327249.0,73774.0,1082493972.0,280044.0,0.7864525499764583,2509753.9306914806
Myanmar,2018-05,5882.0,16268250900.0,40,208155468.0,58314.0,893816693.0,102809.0,0.7961331884218404,2765768.599115947
Myanmar,2018-06,4699.0,12329706560.0,38,210972043.0,60804.0,916219111.0,321643.0,0.6656485160309091,2623900.0978931687
Myanmar,2018-07,5665.0,14993121890.0,45,238296680.0,77439.0,1196434767.0,471294.0,0.6814656008004558,2646623.4580759048
Myanmar,2018-08,6054.0,17470232210.0,43,173862646.0,76521.0,1092062960.0,193902.0,0.7639652704350725,2885733.764453254
Myanmar,2018-09,8280.0,23528406630.0,60,268538442.0,62972.0,1157139075.0,303892.0,0.7449959711155658,2841595.0036231885
Myanmar,2018-10,7738.0,21540579610.0,59,276261794.0,51272.0,936149249.0,1143370.0,0.7101192292963076,2783739.9340914963
Myanmar,2018-11,6491.0,17654836910.0,57,216006789.0,54516.0,873737888.0,6027547.0,0.6174367196734487,2719894.763518718
Myanmar,2018-12,7172.0,21153439990.0,57,175383753.0,57111.0,1050636404.0,857897.0,0.6859921236897814,2949447.851366425
Myanmar,2019-01,7351.0,20470933550.0,59,259006412.0,103620.0,1819393354.0,2353442.0,0.6736555733206118,2784782.1452863556
Myanmar,2019-02,7149.0,21343249430.0,55,237564270.0,34042.0,745005312.0,3122334.0,0.7009272523376426,2985487.40103511
Myanmar,2019-03,6724.0,17957916230.0,58,229195746.0,88840.0,1324218387.0,926687.0,0.6147909727402309,2670719.248958953
Myanmar,2019-04,5324.0,14339635780.0,45,179786817.0,98692.0,1408770205.0,2354044.0,0.6353004877978345,2693395.15026296
Myanmar,2019-05,6390.0,17198669780.0,49,398671768.0,123086.0,1512953109.0,3617411.0,0.7040377508366399,2691497.618153365
Myanmar,2019-06,5556.0,13699755126.0,46,193615897.0,119757.0,1402806948.0,426641.0,0.6572658149779183,2465758.661987041
Myanmar,2019-07,5667.0,14450650814.0,42,164109612.0,112455.0,1548829019.0,2664821.0,0.7324362211235589,2549964.851596965
Myanmar,2019-08,6949.0,18494848880.0,47,315178597.0,85951.0,1145931101.0,2897752.0,0.8067462503507987,2661512.286659951
Myanmar,2019-09,8459.0,22774535320.0,59,277058877.0,104824.0,1718653972.0,6303484.0,0.7747289127153375,2692343.695472278
Myanmar,2019-10,8806.0,23194075960.0,60,294689459.0,109083.0,1687695110.0,5604255.0,0.7923888978464219,2633894.6127640246
Myanmar,2019-11,7813.0,19556383744.0,57,177246504.0,89233.0,1327587462.0,3954178.0,0.7381933558016126,2503056.92358889
Myanmar,2019-12,5687.0,14395726780.0,47,172939599.0,64606.0,1182170091.0,4273239.0,0.6543293702692726,2531339.33180939
Singapore,2015-01,24226.0,48733268630.0,171,6734956.2,251972.0,4565378406.0,0.0,0.756923594255926,2011610.196895897
Singapore,2015-02,22703.0,44539705486.0,156,54723394.7,239769.0,4469630525.0,0.0,0.7764053906495326,1961842.2889485972
Singapore,2015-03,25831.0,50104888350.0,177,95717539.0,179587.0,3599507272.0,0.0,0.7853604518305637,1939719.2656110874
Singapore,2015-04,27847.0,55552337250.0,169,117096140.09,205644.0,3934595961.0,0.0,0.8824942298432972,1994912.818256904
Singapore,2015-05,29261.0,59084947130.0,174,69595149.96,192904.0,3938164756.0,0.0,0.8974931035755161,2019238.8206144697
Singapore,2015-06,28878.0,55723643810.0,173,55130568.660000004,227607.0,4542319743.0,0.0,0.8816724998359615,1929622.6819724357
Singapore,2015-07,25394.0,46990650520.0,171,17512761.25,205966.0,4006353605.0,0.0,0.7983138791619087,1850462.7282035127
Singapore,2015-08,24434.0,46458829526.0,172,17682175.93,207248.0,4423501287.0,0.0,0.7619851482625928,1901400.897356143
Singapore,2015-09,24936.0,50373134894.0,170,6314248.48,180252.0,3675711877.0,0.0,0.78712577841473,2020096.8436798204
Singapore,2015-10,29326.0,60036928490.0,177,6202226.470000001,173233.0,3636910370.0,0.0,0.8820099635412318,2047225.2775693925
Singapore,2015-11,25077.0,51076116736.0,175,137009674.19,255772.0,4733298280.0,0.0,0.7640338893841315,2036771.4134864616
Singapore,2015-12,27081.0,60126297476.0,182,195548342.58,231262.0,3947745769.0,0.0,0.7824100004641488,2220239.1889516637
Singapore,2016-01,27410.0,57309891426.0,181,169987169.4,262543.0,4561261099.0,0.0,0.8096219265304163,2090838.797008391
Singapore,2016-02,24194.0,49204498420.0,165,205515021.22,244896.0,4529961840.0,0.0,0.7872376156879973,2033747.9713978672
Singapore,2016-03,25743.0,51169341930.0,174,133739132.94,253277.0,4769742723.0,0.0,0.7970419471450969,1987699.2553315465
Singapore,2016-04,27207.0,52879685430.0,164,140906199.88,249432.0,4489354095.0,0.0,0.8903206225108484,1943605.8892931966
Singapore,2016-05,29913.0,64339143630.0,174,121862017.73,314495.0,5679604331.0,0.0,0.9221249818163924,2150875.6604152042
Singapore,2016-06,27486.0,54451425050.0,168,147149243.25,244361.0,4501314579.0,0.0,0.8790292156862408,1981060.3598195445
Singapore,2016-07,24461.0,45661117656.0,169,139209656.01,245866.0,4623055488.0,0.0,0.7875466816773498,1866690.5545971137
Singapore,2016-08,25001.0,45643348080.0,177,174532109.37,241942.0,4972896444.0,0.0,0.7652907025824356,1825660.8967641294
Singapore,2016-09,24466.0,47872332100.0,171,268780084.75,251950.0,4851418950.0,0.0,0.7751999644344424,1956688.1427286847
Singapore,2016-10,27989.0,61045105920.0,170,310883919.0,275841.0,5487555162.0,0.0,0.8938823655399191,2181039.1911107935
Singapore,2016-11,24574.0,52615972190.0,170,286368056.0,266263.0,4843079247.0,0.0,0.7836705006952666,2141123.6343289656
Singapore,2016-12,27015.0,63508153720.0,173,190721556.0,235880.0,4102474484.0,0.0,0.8449398397601133,2350847.8149176384
Singapore,2017-01,26232.0,58918193350.0,176,327869174.0,291666.0,5205873783.0,0.0,0.7984998977783835,2246042.747407746
Singapore,2017-02,22739.0,50743614510.0,161,255304650.0,294519.0,4999850978.0,0.0,0.7632740132481042,2231567.5495844143
Singapore,2017-03,23436.0,49460055250.0,174,368868296.0,313470.0,5277282337.0,0.0,0.7304292760079251,2110430.758235194
Singapore,2017-04,28016.0,62375284980.0,169,329753025.0,285266.0,5082378870.0,0.0,0.8991840308440004,2226416.511279269
Singapore,2017-05,28813.0,68258039080.0,172,302489361.0,283054.0,4919662938.0,0.0,0.9087226014918183,2369001.4604518795
Singapore,2017-06,25759.0,54737934400.0,165,292771865.0,263371.0,4716057790.0,0.0,0.8439375981788765,2125002.3059901395
Singapore,2017-07,24159.0,49780533940.0,174,358825001.0,262934.0,4590622136.0,0.0,0.7514899770461257,2060537.850904425
Singapore,2017-08,23724.0,48581285824.0,174,469860402.0,237382.0,4127660235.0,0.0,0.7374088613660735,2047769.5929860058
Singapore,2017-09,24994.0,51562953280.0,172,396351289.0,276858.0,4728016381.0,2010957.0,0.789347828255606,2063013.2543810515
Singapore,2017-10,28619.0,63547062460.0,174,424476975.0,303442.0,5269571384.0,1335863.0,0.8917832519783724,2220450.1366225234
Singapore,2017-11,25768.0,54783608440.0,171,383219350.0,284454.0,5052105520.0,0.0,0.8127042597228039,2126032.6156473146
Singapore,2017-12,25902.0,63131490800.0,167,304476548.0,245256.0,4381199996.0,0.0,0.8412020333294105,2437321.0871747355
Singapore,2018-01,30620.0,69259773606.0,189,388889157.0,314470.0,6080203230.0,0.0,0.8795681142332856,2261912.919856303
Singapore,2018-02,27163.0,61931259428.0,188,463412922.0,264810.0,4982612136.0,0.0,0.7855000766880315,2279985.9893237124
Singapore,2018-03,28097.0,61541698442.0,191,376755663.0,290430.0,5301733509.0,1105421.0,0.7967317310729388,2190329.8730113534
Singapore,2018-04,30674.0,71888641716.0,193,489882689.0,308124.0,5806628881.0,59026.0,0.8578707926453276,2343634.4042511573
Singapore,2018-05,34276.0,85225995720.0,211,509440430.0,329151.0,5980479885.0,0.0,0.87698340623759,2486462.7062667757
Singapore,2018-06,28637.0,66865613758.0,198,574863713.0,317165.0,6014288839.0,300.0,0.7832428102914348,2334937.799280651
Singapore,2018-07,25786.0,58740815904.0,201,624588380.0,317542.0,6032108462.0,6.0,0.6976699894225284,2278011.940743039
Singapore,2018-08,25311.0,56517391832.0,198,1035020066.0,229379.0,4467201209.0,0.0,0.6921889692344352,2232918.1712299
Singapore,2018-09,26009.0,60439896110.0,180,1120962852.0,260268.0,5127504216.0,0.0,0.7838649746154209,2323806.994117421
Singapore,2018-10,32102.0,75650265060.0,193,1121071523.0,253041.0,4934442986.0,0.0,0.883264106621329,2356559.2505139867
Singapore,2018-11,25721.0,62305108030.0,170,1179862387.0,218951.0,4241807775.0,0.0,0.8139558696480294,2422343.922475798
Singapore,2018-12,26254.0,69488096380.0,170,719922641.0,197726.0,3865722278.0,0.0,0.8316814317324389,2646762.260227013
Singapore,2019-01,26870.0,62054881320.0,173,1150892318.0,234713.0,4677873054.0,0.0,0.8355560039222374,2309448.5046520284
Singapore,2019-02,24477.0,59923626160.0,161,605001851.0,309148.0,5402990876.0,749209.0,0.7718467826262569,2448160.5654287697
Singapore,2019-03,26828.0,60074147220.0,163,1010301380.0,471885.0,7340786838.0,70425.0,0.7801955301959009,2239233.1601312063
Singapore,2019-04,33438.0,79770694150.0,169,1001778596.0,567541.0,7922828447.0,1415933.0,0.8910508077997852,2385629.94646809
Singapore,2019-05,33125.0,85132471850.0,179,968478036.0,485511.0,7270746364.0,1644196.0,0.9138986978823787,2570036.8860377357
Singapore,2019-06,29397.0,65712055530.0,168,1345827047.0,383115.0,5453286078.0,1122403.0,0.8565146024554228,2235332.0246963976
Singapore,2019-07,27874.0,57771888620.0,176,1266154353.0,420083.0,6273751717.0,1780588.0,0.7772831509250697,2072608.47456411
Singapore,2019-08,26340.0,52643545350.0,173,1282341336.0,381202.0,5900427503.0,719538.0,0.7619113162385015,1998615.9965831435
Singapore,2019-09,28738.0,61997265160.0,169,1560018270.0,431211.0,6510789143.0,111763.0,0.8096745610953513,2157327.0638179416
Singapore,2019-10,32608.0,69638295990.0,168,1355065004.0,420100.0,7002925953.0,631540.0,0.8716703417733207,2135619.9702526988
Singapore,2019-11,27071.0,61289188924.0,166,1337307878.0,367077.0,5938741464.0,297684.0,0.8064325517072701,2264016.435447527
Singapore,2019-12,14566.0,30076750500.0,113,1568618331.0,426453.0,6867523128.0,827708.0,0.5891084447518287,2064859.9821502129
South Korea,2015-01,40206.0,184184358610.0,226,545278457.4,625259.0,18000839307.0,93481536.0,0.8282616189664376,4581016.72909516
South Korea,2015-02,39336.0,156540682720.0,210,534679794.1,563235.0,16849243437.0,64481725.0,0.8726478263524996,3979578.0638600774
South Korea,2015-03,41443.0,166671287480.0,244,474414910.71999997,551419.0,16103314885.0,81656343.0,0.8038917504561816,4021699.3818015107
South Korea,2015-04,35435.0,141488333780.0,220,828389805.3,418595.0,13096652324.0,59413720.0,0.7549331800004959,3992897.8066883027
South Korea,2015-05,39665.0,177896673270.0,221,713723278.0,423864.0,12714120086.0,94572978.0,0.8384076826622582,4484978.526912896
South Korea,2015-06,42793.0,188816619590.0,224,491380779.54,516579.0,14254725933.0,70992682.0,0.8942309924223154,4412324.903372047
South Korea,2015-07,40246.0,145536983520.0,241,509230150.94,640134.0,17455847372.0,100376775.0,0.7968051275699567,3616185.0499428515
South Korea,2015-08,43086.0,166003434610.0,232,619010093.0,536252.0,14842078892.0,60836692.0,0.8431720867919682,3852839.3123056213
South Korea,2015-09,41146.0,170945140670.0,222,695913104.5,488442.0,13651615019.0,67495378.0,0.8267176508920526,4154599.248286589
South Korea,2015-10,41098.0,173704895820.0,228,617174002.8,485905.0,12905762332.0,68526833.0,0.7967065826522595,4226602.1660421435
South Korea,2015-11,46392.0,235522057016.0,248,1103703129.57,544846.0,12287031477.0,134748480.0,0.8538356643694942,5076781.708397999
South Korea,2015-12,47299.0,235013651560.0,265,1298866780.86,362956.0,8221854019.0,75530387.0,0.8160792621379624,4968681.189031481
South Korea,2016-01,39108.0,160804999800.0,254,925638350.7,598901.0,14366037964.0,110419244.0,0.7036734782302577,4111818.5486345505
South Korea,2016-02,39444.0,146216398940.0,210,885446251.48,647196.0,16373846706.0,83817895.0,0.8378453770604956,3706936.3893114286
South Korea,2016-03,40723.0,144971759010.0,212,877437797.5,670691.0,15292773739.0,82428605.0,0.795044105237006,3559947.916656435
South Korea,2016-04,42501.0,140538793400.0,201,439477904.11,653303.0,14506970848.0,87404240.0,0.8609387534788072,3306717.333709795
South Korea,2016-05,50421.0,204091888820.0,243,901547516.66,693277.0,15234931540.5,102380229.0,0.8720278093615714,4047755.6736280518
South Korea,2016-06,50316.0,227680810240.0,242,735795738.4,638990.0,14202332585.0,90274208.0,0.9026877479135091,4525018.090468241
South Korea,2016-07,47331.0,182406296770.0,229,1156569260.89,802395.0,18331097733.0,117655532.0,0.8529580060133262,3853844.1353447
South Korea,2016-08,46403.0,166667479380.0,214,1204317947.75,832004.0,20842017252.0,128361734.0,0.8914862142417462,3591739.313837467
South Korea,2016-09,46899.0,182232391530.0,228,1126653892.8,636899.0,15638346264.0,101199035.0,0.8736283115954966,3885634.9075673255
South Korea,2016-10,51200.0,223972335220.0,238,1129235746.0,791270.0,18107646512.0,117981325.0,0.9029462146132101,4374459.672265625
South Korea,2016-11,51966.0,290210597090.0,248,1258401452.0,689000.0,15204428073.0,158391747.0,0.8970538929700688,5584624.506215602
South Korea,2016-12,51240.0,280077545590.0,247,1190014233.0,794823.0,17709550239.0,107755659.0,0.8935337309520572,5465994.254293521
South Korea,2017-01,46859.0,213488175820.0,224,959555111.0,1145438.0,27729573803.0,123867985.0,0.8786676323554555,4555969.52175676
South Korea,2017-02,41107.0,173437766510.0,174,1035709641.0,960067.0,23483432889.0,157925912.0,0.9485275042436874,4219178.400515728
South Korea,2017-03,44656.0,198706918210.0,208,1264411726.0,902764.0,20725780377.0,154587735.0,0.8655467605320528,4449724.968873164
South Korea,2017-04,41484.0,158857107960.0,188,1035118942.0,909636.0,20511927366.0,5108185.0,0.8755374610442814,3829358.498698293
South Korea,2017-05,47467.0,208025907080.0,229,964512918.0,899465.0,18900016684.0,141440121.0,0.8667984419961697,4382537.4908884065
South Korea,2017-06,50962.0,241148441170.0,235,1321661216.0,1020365.0,20167184820.0,168447028.0,0.9152437560783934,4731926.556453829
South Korea,2017-07,45572.0,179351101830.0,210,1171070819.0,1285589.0,27415939132.0,121498114.0,0.8922073479332373,3935554.7667427366
South Korea,2017-08,49264.0,243274439680.0,238,1156068017.0,1101614.0,25116549839.0,138129464.0,0.8629286944578128,4938178.785319909
South Korea,2017-09,47368.0,225143723050.0,218,1461201156.0,986297.0,22276701536.0,235118983.0,0.8959642791875095,4753076.402845803
South Korea,2017-10,49604.0,255623408810.0,234,1330525047.0,1050607.0,24131421227.0,222319401.0,0.8805116064738303,5153282.170994274
South Korea,2017-11,54841.0,327000291520.0,261,1390379806.0,967763.0,22657384838.0,126744906.0,0.9036153601289442,5962697.462117759
South Korea,2017-12,51171.0,316526266980.0,256,1158846644.0,661371.0,15977681354.0,104954610.0,0.8543285165907597,6185657.2468781145
South Korea,2018-01,50357.0,262788675210.0,245,1010789167.0,1005002.0,24476302813.0,144647717.0,0.8720222311076349,5218513.319101615
South Korea,2018-02,48574.0,229868892470.0,230,751358509.0,896105.0,22752669123.0,295196910.0,0.898485857262032,4732344.3090954
South Korea,2018-03,48501.0,218937605340.0,247,1439857763.0,996672.0,24481188272.0,178682080.0,0.830774714624036,4514084.355786479
South Korea,2018-04,46876.0,206782466900.0,238,660716743.0,881523.0,20727651454.0,298357808.0,0.8422386014157238,4411265.186876013
South Korea,2018-05,49547.0,253554827720.0,248,1510466912.0,905714.0,20913801054.0,377502626.0,0.8380291919773145,5117460.748783983
South Korea,2018-06,48885.0,267105853340.0,240,1001635801.0,890525.0,20810223915.0,511394182.0,0.8591565797437044,5463963.451774573
South Korea,2018-07,47595.0,228132284160.0,254,1013212010.0,981029.0,23115294145.0,514662166.0,0.7942736039650125,4793198.5326189725
South Korea,2018-08,52101.0,243059158030.0,250,728884847.0,1006995.0,24478820839.0,507828558.0,0.8838437844360718,4665153.414137924
South Korea,2018-09,47481.0,245368475090.0,236,742026337.0,989481.0,24774865744.0,495649130.0,0.8445248292210891,5167719.194835829
South Korea,2018-10,51742.0,281396183930.0,249,775276900.0,1029840.0,24182465344.0,246695215.0,0.873298021912297,5438448.145220517
South Korea,2018-11,54331.0,345635907720.0,258,723812626.0,928093.0,20751471797.0,315847803.0,0.8946775379625105,6361670.275165191
South Korea,2018-12,53577.0,348002951800.0,260,1258204708.0,810179.0,17145036631.0,199354088.0,0.8797752808988764,6495379.5807902645
South Korea,2019-01,47686.0,251968777560.0,236,935820765.0,1114929.0,25319783658.0,291695512.0,0.8437342737030553,5283915.144067441
South Korea,2019-02,45808.0,212152813570.0,212,626909496.0,981053.0,22819706526.0,277746352.0,0.8975014180586797,4631348.532352428
South Korea,2019-03,45476.0,198357228370.0,249,696530871.0,1155877.0,25956912455.0,308966215.0,0.7622470376179624,4361800.2544199135
South Korea,2019-04,49774.0,223338988970.0,246,716440776.0,1056059.0,21891642808.0,235543510.0,0.8334678081218253,4487061.296459999
South Korea,2019-05,53789.0,247398749160.0,255,797311495.0,938290.0,20057471089.0,298937433.0,0.8720872333498494,4599430.165275428
South Korea,2019-06,53017.0,260513425074.0,258,591023730.0,920236.0,18276702325.0,295195034.0,0.8666621548310307,4913771.527510044
South Korea,2019-07,52208.0,212172344860.0,264,902523000.0,1010226.0,20149081209.0,271671825.0,0.7754364073898954,4063981.4752528346
South Korea,2019-08,59309.0,235208790440.0,265,1295297751.0,1113413.0,21831249841.0,305921879.0,0.8306144803048343,3965819.528907923
South Korea,2019-09,57083.0,230030192270.0,241,1327118627.0,1132621.0,21491652065.0,256043605.0,0.8646448957845771,4029749.5273549045
South Korea,2019-10,62370.0,277684830100.0,254,1439731310.0,1216910.0,20960229023.0,302715261.0,0.885943678002443,4452217.894821228
South Korea,2019-11,55486.0,320414149090.0,251,1241490156.0,794402.0,14800997061.0,253719770.0,0.8312856298740222,5774684.5887250835
South Korea,2019-12,32911.0,187439156920.0,204,993711682.0,762887.0,13404883000.0,255631921.0,0.6552718021434353,5695334.596943271
Taiwan,2015-01,23603.0,89952355270.0,142,295356490.4,364292.0,6254621409.0,18207084.0,0.8100557293668594,3811056.021268483
Taiwan,2015-02,19850.0,67272451290.0,125,191826881.0,334730.0,5794120332.0,19401385.0,0.7785259355983187,3389040.367254408
Taiwan,2015-03,20502.0,73460873070.0,143,292485423.06,338242.0,6841221634.0,19363887.0,0.6996161261188335,3583107.651448639
Taiwan,2015-04,21232.0,80832919590.0,141,273512854.0,200215.0,3721483286.0,20361200.0,0.7427094947874212,3807126.9588357196
Taiwan,2015-05,25327.0,98800219920.0,136,337718166.21999997,171344.0,3083766069.0,19377584.0,0.8737534621676336,3900983.92703439
Taiwan,2015-06,23665.0,88874214180.0,135,222795316.8,234541.0,3842016624.0,20595652.0,0.8588481886876111,3755512.9592224807
Taiwan,2015-07,18757.0,62735114980.0,136,270708613.0,182348.0,2944375700.0,26161875.0,0.692177035134095,3344624.139254678
Taiwan,2015-08,20515.0,68502447280.0,141,263621070.89,247582.0,3579638574.0,29397421.0,0.7281516101346206,3339139.5213258592
Taiwan,2015-09,18357.0,60075430640.0,135,290184818.3,98296.0,1856048293.0,23860303.0,0.7219937004032316,3272617.020210274
Taiwan,2015-10,21190.0,69524374580.0,141,256570687.3,85779.0,1578198605.0,21607012.0,0.8015973379213197,3280999.272298254
Taiwan,2015-11,19723.0,66570429450.0,143,402467954.61,84854.0,1531911748.8,43383413.0,0.724101366517518,3375268.947421792
Taiwan,2015-12,26281.0,106978609310.0,145,688265098.4,121048.0,1209970600.0,63173129.0,0.88566778422379,4070568.44526464
Taiwan,2016-01,22403.0,73511302790.0,146,394884076.0,126563.0,1912034994.5,28909389.0,0.7946768778202424,3281315.1269919206
Taiwan,2016-02,21232.0,69473771260.0,134,338752202.3,95632.0,1399865766.0,296272760.0,0.8227507823194845,3272125.624529013
Taiwan,2016-03,20208.0,64325746860.0,144,304368838.14,83709.0,1344491763.0,273777277.9,0.7401686103510577,3183182.247624703
Taiwan,2016-04,22423.0,73217726500.0,143,326917784.15,83100.0,1288857575.0,89683742.5,0.8222324628019252,3265295.74543995
Taiwan,2016-05,24073.0,90274781510.0,139,395559500.2,89837.0,1385954781.5,66067841.5,0.8841288514855169,3750042.8492501974
Taiwan,2016-06,22110.0,79854943510.0,142,189754099.96,105869.0,1543773463.0,122178914.0,0.8188540915658871,3611711.601537766
Taiwan,2016-07,18952.0,57914076836.0,135,182961729.48,117758.0,1627578248.0,58707093.0,0.727894753992244,3055829.296960743
Taiwan,2016-08,17980.0,51469569320.0,143,180745028.26,173970.0,2350242328.0,26653139.0,0.655636871088415,2862601.185761958
Taiwan,2016-09,19601.0,51478828180.0,169,193853533.0,225658.0,3004974125.0,102554889.0,0.6156664466023183,2626336.8287332277
Taiwan,2016-10,24487.0,62438126382.0,173,189153780.0,195639.0,2614046720.0,53890487.0,0.7364112359940054,2549847.934904235
Taiwan,2016-11,21229.0,75614199978.0,165,336293008.0,119998.0,1418072116.0,46264515.0,0.667205196103247,3561835.2243629
Taiwan,2016-12,25294.0,91016171304.0,169,194111478.0,128164.0,1670510204.0,78298805.0,0.7802834635091583,3598330.4856487704
Taiwan,2017-01,21457.0,59953284166.0,164,125619422.0,211813.0,3154554454.0,95862714.0,0.6828423045749177,2794113.0710723773
Taiwan,2017-02,17617.0,52659425530.0,127,66471566.0,151673.0,2375523458.0,42719602.0,0.7291414051129665,2989125.5906226938
Taiwan,2017-03,18786.0,55589839700.0,144,139131310.0,150781.0,2178541261.0,50478535.0,0.6800935072859504,2959109.9595443415
Taiwan,2017-04,18608.0,57423835410.0,136,140538154.0,146461.0,2071527238.0,1868499.0,0.7178547682064925,3085975.67766552
Taiwan,2017-05,22388.0,85987246250.0,136,134522943.0,89874.0,1381563907.0,65227624.0,0.8543786142642964,3840773.9078970877
Taiwan,2017-06,21773.0,76695986720.0,138,146948469.0,109907.0,1602267988.0,39423400.0,0.8130214783912392,3522527.2915996877
Taiwan,2017-07,16327.0,47727878250.0,136,181969696.0,167643.0,2378417681.0,3155164.0,0.6323354077788317,2923248.499418142
Taiwan,2017-08,18208.0,54566662890.0,137,123719129.0,153281.0,2243331170.0,0.0,0.7009560854421824,2996850.9935193323
Taiwan,2017-09,17558.0,50739951110.0,142,174202918.0,178821.0,2522706204.0,0.0,0.6631391388100855,2889847.995785397
Taiwan,2017-10,20447.0,59638168960.0,144,141904883.0,136414.0,2099522405.0,0.0,0.747856206243454,2916719.761334181
Taiwan,2017-11,15811.0,47317895396.0,140,184937989.0,130492.0,1872500997.0,0.0,0.6018739920626709,2992719.9668585164
Taiwan,2017-12,22709.0,99521563730.0,143,155147833.0,71799.0,936710058.0,0.0,0.8409202840856396,4382472.311858734
Taiwan,2018-01,24178.0,78694941290.0,157,69216681.0,131771.0,2090669097.0,0.0,0.8023852552156817,3254816.0017371164
Taiwan,2018-02,25580.0,80928732990.0,161,170109763.0,120447.0,1873496561.0,119160502.0,0.8226932944153726,3163750.312353401
Taiwan,2018-03,26975.0,76511772170.0,179,216753055.0,138251.0,2305039886.0,0.0,0.7910486372217821,2836395.6318813716
Taiwan,2018-04,29328.0,85526739320.0,176,138994357.0,119669.0,2007824549.0,10264960.0,0.8720030494611515,2916214.5158210583
Taiwan,2018-05,30579.0,102060547860.0,175,325303611.0,96982.0,1662506742.0,11253825.0,0.8950237230852343,3337602.5331109585
Taiwan,2018-06,27655.0,90139827480.0,171,162969838.0,101154.0,1706923955.0,51535173.0,0.841055192954901,3259440.5163623216
Taiwan,2018-07,22791.0,66884179776.0,175,71089641.0,187487.0,3005593096.0,68467217.0,0.6821194332895465,2934675.0812162696
Taiwan,2018-08,20070.0,58696241150.0,174,59531727.0,244772.0,3412187573.0,72002883.0,0.6159695360572329,2924576.0413552565
Taiwan,2018-09,19969.0,57803942570.0,171,104618935.0,173079.0,2558622959.0,66846777.0,0.6169799857611111,2894683.8885272173
Taiwan,2018-10,24973.0,72980474366.0,181,108165358.0,126291.0,2059089193.0,76140384.0,0.7246451942745316,2922375.139790974
Taiwan,2018-11,23143.0,70600290010.0,170,137940882.0,100572.0,1583207663.0,73435310.0,0.7136250040167339,3050610.9843149115
Taiwan,2018-12,28035.0,110858944070.0,178,125165442.0,93197.0,1257462726.0,54287380.0,0.8161902194969931,3954305.121098627
Taiwan,2019-01,25069.0,70895206732.0,178,53508947.0,194309.0,3083007349.0,104697884.0,0.7444216469370956,2828002.981052296
Taiwan,2019-02,22492.0,63733732322.0,157,54984925.0,112027.0,1812211389.0,50383765.0,0.746187745398957,2833617.833985417
Taiwan,2019-03,21537.0,57562023350.0,171,80508287.0,172784.0,2658318798.0,50447509.0,0.6772276209477701,2672703.8747272138
Taiwan,2019-04,24419.0,66752723300.0,169,107550236.0,153203.0,2746683027.0,46551374.0,0.7788998569185398,2733638.695278267
Taiwan,2019-05,29094.0,93770533900.0,175,74929622.0,115097.0,1937986236.0,55358790.0,0.8991647635251395,3223019.6569739464
Taiwan,2019-06,23630.0,68566289366.0,162,137952845.0,113772.0,1816768277.0,43512245.0,0.7781536156794007,2901662.690055015
Taiwan,2019-07,20773.0,53525528064.0,173,291647018.0,123649.0,1881059605.0,42033065.0,0.6517784678300771,2576687.433880518
